File,Line,Column,DefaultLevel,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint,ToolVersion,RuleId,HelpUri
./projects/vlc/./bin/override.c,75,9,4,4,format,vfprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).",Use a constant for the format specification.,,CWE-134,"        vfprintf (stderr, fmt, ap);",a45fa3007961bfa313a47b861f567b2a1c48255b4b6d27c58ffb7ac36ef790ec,2.0.19,FF1017,https://cwe.mitre.org/data/definitions/134.html
./projects/vlc/./bin/rootwrap.c,261,9,4,4,shell,execvp,This causes a new program to execute and is difficult to use safely (CWE-78).,try using a library call that implements the same functionality if available.,,CWE-78,"    if (execvp (argv[0], argv))",cee29d0eedb8dc44ebdf28578fea15447fffc2e4f54cd1889544a3d06b40f51a,2.0.19,FF1043,https://cwe.mitre.org/data/definitions/78.html
./projects/vlc/./compat/setenv.c,41,5,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120).,"Use sprintf_s, snprintf, or vsnprintf.",,CWE-120,"    sprintf (var, ""%s=%s"", name, value);",16a9594e07f03a3e27c82053e6c1cfe59bde0d9a4a0e5ccb05a1b151a2e7e6dc,2.0.19,FF1015,https://cwe.mitre.org/data/definitions/120.html
./projects/vlc/./compat/vasprintf.c,37,11,4,4,format,vsnprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,"    len = vsnprintf (NULL, 0, fmt, args);",927e31818ee278de41c380a471203adfced8710357907e4010dd142298dba81a,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
./projects/vlc/./compat/vasprintf.c,46,16,4,4,format,vsprintf,Potential format string problem (CWE-134).,Make format string constant.,,CWE-134,"        len2 = vsprintf (str, fmt, args);",b7d61e54d01f7f49ffe293128c3071a9bee896ab833326301a66eaaa02b03c5f,2.0.19,FF1015,https://cwe.mitre.org/data/definitions/134.html
./projects/vlc/./doc/libvlc/vlc-thumb.c,87,5,4,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120).,"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused).",,CWE-120,"    strcpy(*out_with_ext, *out);",b88a15cb8105db5116db74d227a28d81e87724750a52c864057868bf48206bc2,2.0.19,FF1001,https://cwe.mitre.org/data/definitions/120.html
./projects/vlc/./extras/package/win32/NSIS/nsProcess/nsis_tchar.h,41,9,4,4,format,_ftprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).",Use a constant for the format specification.,,CWE-134,#define _ftprintf   fwprintf,15aa833cd5c8f4179163492ba56bcb52d073d4866944aa09e281db0adbaac86a,2.0.19,FF1017,https://cwe.mitre.org/data/definitions/134.html
./projects/vlc/./extras/package/win32/NSIS/nsProcess/nsis_tchar.h,41,21,4,4,format,fwprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).",Use a constant for the format specification.,,CWE-134,#define _ftprintf   fwprintf,15aa833cd5c8f4179163492ba56bcb52d073d4866944aa09e281db0adbaac86a,2.0.19,FF1017,https://cwe.mitre.org/data/definitions/134.html
./projects/vlc/./extras/package/win32/NSIS/nsProcess/nsis_tchar.h,42,9,4,4,format,_sntprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,#define _sntprintf  _snwprintf,4cca71b8d7b88260fa072e2cdd6a9ecfdaacaead5df85af6bf0d3211b2e87b6f,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
./projects/vlc/./extras/package/win32/NSIS/nsProcess/nsis_tchar.h,44,12,4,4,buffer,_stprintf,Does not check for buffer overflows (CWE-120).,"Use sprintf_s, snprintf, or vsnprintf.",,CWE-120,#   define _stprintf   swprintf,b6ab472d4020a6203e72d1d3731e06aadcdfe339c0395a0f1a43f0fe9317c62d,2.0.19,FF1015,https://cwe.mitre.org/data/definitions/120.html
